question,answer_text,answer_start,is_impossible,id,processed_question,processed_answer_text
Why are some poxvirus  ideally suited as vaccine delivery vectors?,They are ideal candidate vectors due to their large DNA-packing capacity and their thermal and genetic stability ,6864.0,False,833.0,poxvirus ideally suited vaccine delivery vectors,ideal candidate vectors due large dna packing capacity thermal genetic stability
What is the advantage of adenovirus as vaccine delivery vector?,"adenovirus (Ad) vector is another of the most widely evaluated vectors to date to express heterologous antigens, due to ease of production, safety profile, genetic stability, the ease of DNA genome manipulation, and the ability to stimulate both innate and adaptive immune responses and induce both T and B cell responses ",7156.0,False,836.0,advantage adenovirus vaccine delivery vector,adenovirus ad vector another widely evaluated vectors date express heterologous antigens due ease production safety profile genetic stability ease dna genome manipulation ability stimulate innate adaptive immune responses induce b cell responses
What are important criteria for selecting vaccine delivery vectors?,"a vaccine should be inexpensive, so that it can be administered to a large population at minimal cost",8362.0,False,838.0,important criteria selecting vaccine delivery vectors,vaccine inexpensive administered large population minimal cost
What are important criteria for selecting vaccine delivery vectors?,"Safety is a major concern, as even a low level of toxicity is unacceptable ",8198.0,False,841.0,important criteria selecting vaccine delivery vectors,safety major concern even low level toxicity unacceptable
What are important criteria for selecting vaccine delivery vectors?,"long-lasting cellular and (where appropriate) humoral immune responses to the vectored antigen must be induced following administration of these vaccines, preferably with a single dose",8667.0,False,845.0,important criteria selecting vaccine delivery vectors,long lasting cellular appropriate humoral immune responses vectored antigen must induced following administration vaccines preferably single dose
What happens when a recipient of a vaccine has immune response to the delivery vector?,"considering a vector such as Salmonella, if a host has previously been infected there will exist robust B and T memory responses, and as such, when a vaccination is delivered, an anamnestic response to the Salmonella antigens will be induced (while the response to the vectored antigen will be a primary response)",9357.0,False,858.0,happens recipient vaccine immune response delivery vector,considering vector salmonella host previously infected exist robust b memory responses vaccination delivered anamnestic response salmonella antigens induced response vectored antigen primary response
What is the effect of host immune response to the delivery vector on the efficacy of vaccination?,"for virally vectored antigens, the existence of pre-existing immunity to the vector (particularly neutralizing antibody) will restrict delivery of the virus into cells, thereby effectively reducing the dose of the vectored antigen. Again, this might be expected to result in a reduction in the antigenicity of the vectored antigen.",9980.0,False,864.0,effect host immune response delivery vector efficacy vaccination,virally vectored antigens existence pre existing immunity vector particularly neutralizing antibody restrict delivery virus cells thereby effectively reducing dose vectored antigen might expected result reduction antigenicity vectored antigen
What is the effect of host immune response to the delivery vector on the efficacy of vaccination?,"theoretically reduce the exposure of the heterologous antigen to the immune system, as the vector is rapidly cleared.",9682.0,False,861.0,effect host immune response delivery vector efficacy vaccination,theoretically reduce exposure heterologous antigen immune system vector rapidly cleared
What is an example  of the effect of immunity to the  delivery vector on the efficacy of vaccination?,"mice that had been primed with Salmonella alone, and then boosted with Salmonella expressing tetC, induced much lower anti-tetC responses than mice that had not been primed. This argues strongly that prior immunological immunity to the vector can seriously dampen subsequent antigen-specific humoral responses.",15478.0,False,870.0,example effect immunity delivery vector efficacy vaccination,mice primed salmonella alone boosted salmonella expressing tetc induced much lower anti tetc responses mice primed argues strongly prior immunological immunity vector seriously dampen subsequent antigen specific humoral responses
What is the effect of host immune response to viral delivery vectors in the efficacy of vaccination?,"pre-existing immunity is a major obstacle of many viralvectored vaccines, such as Ad serotype 5 or herpes simplex virus type 1 (HSV-1), where the rate of seroprevalence to these viruses is very high [40-45 % and 70 % (or more) of the US population, respectively] ",21833.0,False,874.0,effect host immune response viral delivery vectors efficacy vaccination,pre existing immunity major obstacle many viralvectored vaccines ad serotype 5 herpes simplex virus type 1 hsv 1 rate seroprevalence viruses high 40 45 70 us population respectively
What is the effect of host immune response to  the viral delivery vector on the efficacy of vaccination?,"Vector-specific antibodies may impede the induction of immune responses to the vaccine-encoded antigens, as they may reduce the dose and time of exposure of the target cells to the vaccinated antigens",22150.0,False,875.0,effect host immune response viral delivery vector efficacy vaccination,vector specific antibodies may impede induction immune responses vaccine encoded antigens may reduce dose time exposure target cells vaccinated antigens
What is the effect of host immune response to the delivery vector on  the efficacy of vaccination?," In a large-scale clinical trial (STEP) of an Ad serotype 5 (AdHu5)-based HIV-1 vaccine, the vaccines showed a lack of efficacy and tended to increase the risk of HIV-1 infection in vaccine recipients who had pre-existing neutralizing antibodies to AdHu5 (",22400.0,False,876.0,effect host immune response delivery vector efficacy vaccination,large scale clinical trial step ad serotype 5 adhu5 based hiv 1 vaccine vaccines showed lack efficacy tended increase risk hiv 1 infection vaccine recipients pre existing neutralizing antibodies adhu5
What are methods to avoid the effect vector immunity on the efficacy of vaccination?," the use of vectors derived from nonhuman sources, using human viruses of rare serotypes (Kahl et al., 2010; Lasaro & Ertl, 2009) , heterologous prime-boost approaches (Liu et al., 2008) , homologous reimmunization (Steffensen et al., 2012) and removing key neutralizing epitopes on the surface of viral capsid proteins (Gabitzsch & Jones, 2011; Roberts et al., 2006) ",23489.0,False,877.0,methods avoid effect vector immunity efficacy vaccination,use vectors derived nonhuman sources using human viruses rare serotypes kahl et al 2010 lasaro ertl 2009 heterologous prime boost approaches liu et al 2008 homologous reimmunization steffensen et al 2012 removing key neutralizing epitopes surface viral capsid proteins gabitzsch jones 2011 roberts et al 2006
What are methods to  avoid the effect of vector immune response on the efficacy of vaccination?,"The inhibitory effect of pre-existing immunity can also be avoided by masking the Ad vector inside dendritic cells (DCs) (Steffensen et al., 2012) . In addition, mucosal vaccination or administration of higher vaccine doses can overcome pre-existing immunity problems (Alexander et al., 2012; Belyakov et al., 1999; Priddy et al., 2008; Xiang et al., 2003) .
",23859.0,False,878.0,methods avoid effect vector immune response efficacy vaccination,inhibitory effect pre existing immunity also avoided masking ad vector inside dendritic cells dcs steffensen et al 2012 addition mucosal vaccination administration higher vaccine doses overcome pre existing immunity problems alexander et al 2012 belyakov et al 1999 priddy et al 2008 xiang et al 2003
"How does cell-mediated immunity to viral delivery vector, reduce the immune response to vaccine?"," this is because viruses will induce neutralizing antibody on the first dose, and in subsequent doses this antibody will limit the number of transduced cells, therefore limiting the responses. This is particularly a problem with a common viral vector such as Ad, where a large proportion of the population will have immunological memory against common serotypes",27724.0,False,879.0,cell mediated immunity viral delivery vector reduce immune response vaccine,viruses induce neutralizing antibody first dose subsequent doses antibody limit number transduced cells therefore limiting responses particularly problem common viral vector ad large proportion population immunological memory common serotypes
"How can vectors for which host has immunity, be used differently to increase the efficacy of vaccination?"," it will be possible to utilize such vectors only by developing vaccines from alternative serotypes. It may be that a vector such as Pre-existing immunity against vaccine vectors attenuated influenza virus, with the ability to easily develop reassortants, will be useful in this context.

In addition, immunological memory in the form of opsonizing antibody certainly plays an important role in the early uptake of Salmonella by macrophages and DC. This may be beneficial, as the live bacterial vector used for delivery purposes harbours mutations in genes encoding proteins responsible for their survival in the animal host. This not only encumbers their ability to cause disease, making them safe live vectors, but also limits the number of replications. The presence of opsonizing antibodies should mean a higher level of bacterial uptake, leading to higher presentation to the immune system and therefore a better immune response.",28136.0,False,880.0,vectors host immunity used differently increase efficacy vaccination,possible utilize vectors developing vaccines alternative serotypes may vector pre existing immunity vaccine vectors attenuated influenza virus ability easily develop reassortants useful context addition immunological memory form opsonizing antibody certainly plays important role early uptake salmonella macrophages dc may beneficial live bacterial vector used delivery purposes harbours mutations genes encoding proteins responsible survival animal host encumbers ability cause disease making safe live vectors also limits number replications presence opsonizing antibodies mean higher level bacterial uptake leading higher presentation immune system therefore better immune response
How does the PED virus transmit between animals?,fecal–oral contact,574.0,False,601.0,ped virus transmit animals,fecal oral contact
How can Bacilius subtilis be used as an oral vaccine?,recombinant vaccine carrier,756.0,False,602.0,bacilius subtilis used oral vaccine,recombinant vaccine carrier
What cells are infected by the PED virus?,intestine epithelial cells,2375.0,False,603.0,cells infected ped virus,intestine epithelial cells
What kind of immune responses are most effective in preventing PED virus?,mucosal,2438.0,False,604.0,kind immune responses effective preventing ped virus,mucosal
What intestinal factors may reduce the effectiveness of orally-administered immunizations?,"gastric acids, pepsin, and trypsin",3759.0,False,605.0,intestinal factors may reduce effectiveness orally administered immunizations,gastric acids pepsin trypsin
What is Bacillus subtilis?,Gram-positive bacterium,4284.0,False,606.0,bacillus subtilis,gram positive bacterium
What is the role of dendritic cells in the immune response?,antigen-presenting cells,4887.0,False,607.0,role dendritic cells immune response,antigen presenting cells
Where do dendritic cells exist in the body?,gut-associated lymphoid tissue (GALT),4991.0,False,608.0,dendritic cells exist body,gut associated lymphoid tissue galt
What are the components of the gut-associated lymphoid tissue?,"Peyer's patches (PPs), isolated lymphoid follicles (ILFs), mesenteric lymph nodes (MLNs), and scatter throughout the subepithelial lamina propria (LP) of the small intestine and colon",5040.0,False,609.0,components gut associated lymphoid tissue,peyer patches pps isolated lymphoid follicles ilfs mesenteric lymph nodes mlns scatter throughout subepithelial lamina propria lp small intestine colon
What type of cells form the intestinal mucosal barrier?,lymphoid cells,13837.0,False,610.0,type cells form intestinal mucosal barrier,lymphoid cells
What factors determine an effective mucosal immune response?,serum IgG and mucosal SIgA,18139.0,False,611.0,factors determine effective mucosal immune response,serum igg mucosal siga
What is an effective indicator of a vaccine's ability to generate an immune response?,cytokines,22001.0,False,612.0,effective indicator vaccine ability generate immune response,cytokines
What is interleukin-1Beta?,pro-inflammatory cytokines,22214.0,False,613.0,interleukin 1beta,pro inflammatory cytokines
When was the first case of COVID-19 identified?,"Wuhan City, China",981.0,False,1197.0,first case covid 19 identified,wuhan city china
Where did SARS-CoV-2 originate?,"Wuhan City, China",981.0,False,1199.0,sars cov 2 originate,wuhan city china
In what year did the first SARS epidemic occur?, rapid and transparent sharing of information between countries and agencies,5102.0,False,1201.0,year first sars epidemic occur,rapid transparent sharing information countries agencies
"When was World Health Organization (WHO) first notified about the SARS-CoV-2 epidemic in Wuhan City, China?",31-Dec,1268.0,False,1202.0,world health organization first notified sars cov 2 epidemic wuhan city china,31 dec
"When did we discover that SARS-CoV-2, which causes COVID-19, was a novel coronavirus?",26-Jan-20,1304.0,False,1203.0,discover sars cov 2 causes covid 19 novel coronavirus,26 jan 20
How long did it take to identify the cause of COVID-19?,4 weeks,1292.0,False,1204.0,long take identify cause covid 19,4 weeks
What type of test was initially developed to screen for SARS-CoV-2?, reverse transcription polymerase chain reaction,1445.0,False,1205.0,type test initially developed screen sars cov 2,reverse transcription polymerase chain reaction
How big was the temporary hospital built in Wuhan City for treatment of COVID-19 patients?,1000 bed hospital,1743.0,False,1206.0,big temporary hospital built wuhan city treatment covid 19 patients,1000 bed hospital
How long did it take China to build the temporary hospital in Wuhan for COVID-19 patients?,10 days,1773.0,False,1207.0,long take china build temporary hospital wuhan covid 19 patients,10 days
What is a key factor in managing emerging infectious disease threats?,transparent sharing of information between countries and agencies,5113.0,False,1208.0,key factor managing emerging infectious disease threats,transparent sharing information countries agencies
In what year did the MERS epidemic occur?,2012,5511.0,False,1209.0,year mers epidemic occur,2012
How long did it take to publish the full genomic sequence of SARS-CoV-2 after it was identified?,2 weeks,5951.0,False,1210.0,long take publish full genomic sequence sars cov 2 identified,2 weeks
What was the fatality rate for SARS-CoV?,10%,7310.0,False,1211.0,fatality rate sars cov,10
What was the fatality rate for MERS?,34%,7331.0,False,1212.0,fatality rate mers,34
What are some challenges associated with using media and social media to capture information about an emerging epidemic?,the volume and diversity of the information available and the relative lack of verification mechanisms,8273.0,False,1213.0,challenges associated using media social media capture information emerging epidemic,volume diversity information available relative lack verification mechanisms
What are the risks of health workers failing to wash hands?,"autoinfection, but also in infection of patients hospitalised for other causes when they provide care",8828.0,False,1214.0,risks health workers failing wash hands,autoinfection also infection patients hospitalised causes provide care
Who is at risk when health workers fail to wash their hands?," the health worker, but also for their families and the communities in which they live",8967.0,False,1215.0,risk health workers fail wash hands,health worker also families communities live
What was the R0 of SARS in absence of control measures?,3,9947.0,False,1216.0,r0 sars absence control measures,3
What is superspreading?,where a case infected significantly more contacts than the average,9409.0,False,1217.0,superspreading,case infected significantly contacts average
How many people may have left Wuhan before travel restrictions were imposed?,5 m people,16332.0,False,1218.0,many people may left wuhan travel restrictions imposed,5 people
How many severe cases of influenza-related illnesses are reported per year?,Between 3-5 million,1629.0,False,1939.0,many severe cases influenza related illnesses reported per year,3 5 million
How many influenza-related deaths are reported each year?,over 250 000,1695.0,False,1940.0,many influenza related deaths reported year,250 000
What is the mortality rate of the H5N1 strain of influenza?,53%,1974.0,False,1941.0,mortality rate h5n1 strain influenza,53
What cells are the main target of the influenza A virus in the lungs?,primary human alveolar epithelial type II (ATII) cells,3598.0,False,1942.0,cells main target influenza virus lungs,primary human alveolar epithelial type ii atii cells
How many extracellular domains are in the CEAMCAM1 protein?,four,6436.0,False,1944.0,many extracellular domains ceamcam1 protein,four
Where is CEACAM1 expressed in the body?,"epithelial and endothelial cells 11 , as well as B cells, T cells, neutrophils, NK cells, macrophages and dendritic cells (DCs)",5401.0,False,1945.0,ceacam1 expressed body,epithelial endothelial cells 11 well b cells cells neutrophils nk cells macrophages dendritic cells dcs
What motifs are absent in the short form of CEACAM1 protein?,immunoreceptor tyrosine-based inhibitory motifs (ITIMs),6702.0,False,1946.0,motifs absent short form ceacam1 protein,immunoreceptor tyrosine based inhibitory motifs itims
What are the most common isoforms of CEACAM1?,CEACAM1-4L and CEACAM1-3L,6858.0,False,1947.0,common isoforms ceacam1,ceacam1 4l ceacam1 3l
How do CEACAM1 and CEACAM5 interact?,heterophilically,6940.0,False,1948.0,ceacam1 ceacam5 interact,heterophilically
What are the SRC-family of kinases? ,signaling molecules,7048.0,False,1949.0,src family kinases,signaling molecules
What triggers the release of pro-inflammatory cytokines/chemokines to assist in viral clearance?,pattern recognition receptors (PRRs),26976.0,False,1950.0,triggers release pro inflammatory cytokines chemokines assist viral clearance,pattern recognition receptors prrs
What mediates the anti-apoptosis of neutrophils?,Phosphorylation of CEACAM1 ITIM motifs and activation of caspase-3,27479.0,False,1951.0,mediates anti apoptosis neutrophils,phosphorylation ceacam1 itim motifs activation caspase 3
How do natural killer cells fight influenza viruses?,by recognizing and killing infected cells,27936.0,False,1952.0,natural killer cells fight influenza viruses,recognizing killing infected cells
How do influenza viruses escape binding by the natural killer cell activating receptors?,modification of influenza hemagglutinin (HA) glycosylation,28076.0,False,1953.0,influenza viruses escape binding natural killer cell activating receptors,modification influenza hemagglutinin ha glycosylation
What is Enfuvirtide?,HIV fusion inhibitor,600.0,False,2250.0,enfuvirtide,hiv fusion inhibitor
What is labeled in red?,residues corresponding to the NHR pocket region,2065.0,False,2251.0,labeled red,residues corresponding nhr pocket region
What is marked in blue?,residues for the PBD,2136.0,False,2252.0,marked blue,residues pbd
What is marked in green?,MT-hook residues adjacent to the N terminus of PBD,2185.0,False,2253.0,marked green,mt hook residues adjacent n terminus pbd
What is labeled in pink?,mutant residues in PBD of AP2 and AP3,2349.0,False,2254.0,labeled pink,mutant residues pbd ap2 ap3
How many times was the experiment repeated?,twice,2661.0,False,2255.0,many times experiment repeated,twice
What was the main finding in the study?,"AP3, exhibited improved antiviral activity, drug resistance profile and pharmacological properties over T20",3938.0,False,2256.0,main finding study,ap3 exhibited improved antiviral activity drug resistance profile pharmacological properties t20
What do the results suggest?,AP3 has potential for development as a new anti-HIV drug,4215.0,False,2257.0,results suggest,ap3 potential development new anti hiv drug
What enhanced anti-HIV1 activity?,adding two amino acids of Met and Thr to the N-terminus of a CHR-peptide ,4664.0,False,2258.0,enhanced anti hiv1 activity,adding two amino acids met thr n terminus chr peptide
What figure shows that AP3 exhibited higher inhibitory activities on infection by HIV-1 IIIB and HIV-1 Bal strains?,Fig. 1b,5177.0,False,2259.0,figure shows ap3 exhibited higher inhibitory activities infection hiv 1 iiib hiv 1 bal strains,fig 1b
What is the serum half-life of T20?,about 2 h,7917.0,False,2260.0,serum half life t20,2 h
What kind of model best describes the pharmacokinetic profiles of AP3 and AP2?,non-compartment model,8522.0,False,2261.0,kind model best describes pharmacokinetic profiles ap3 ap2,non compartment model
What is the in vivo elimination half-life of AP3?,6.02 h,8658.0,False,2262.0,vivo elimination half life ap3,6 02 h
Why did the T20/N36 complex not show a typical alpha helical conformation?,Because T20 lacks the pocket-binding domain (PBD),10220.0,False,2263.0,t20 n36 complex show typical alpha helical conformation,t20 lacks pocket binding domain pbd
What mutations have been typically associated with T20-resistant HIV-1 variants?,GIV motif (residues 36-45: GIVQQQNNLL) in the gp41 NHR domain 10,17807.0,False,2264.0,mutations typically associated t20 resistant hiv 1 variants,giv motif residues 36 45 givqqqnnll gp41 nhr domain 10
What are main steps for mitigating the COVID -19 transmission during transport of suspected and confirmed patients?,"firstly, early recognition of the deteriorating patient; secondly, HCW safety; thirdly, bystander safety; fourthly, contingency plans for medical emergencies during transport; fifthly, post-transport decontamination",2228.0,False,641.0,main steps mitigating covid 19 transmission transport suspected confirmed patients,firstly early recognition deteriorating patient secondly hcw safety thirdly bystander safety fourthly contingency plans medical emergencies transport fifthly post transport decontamination
How many deaths each year are caused by gastroenteritis?,two to three million,919.0,False,900.0,many deaths year caused gastroenteritis,two three million
What percentage of sporadic diarrhea are caused by norovirus?,60%,2478.0,False,901.0,percentage sporadic diarrhea caused norovirus,60
What is the most common cause of viral gastroenteritis in children?,Rotavirus,3651.0,False,902.0,common cause viral gastroenteritis children,rotavirus
Which types of adenovirus are associated with diarrhea?,type 40 and 41,4718.0,False,903.0,types adenovirus associated diarrhea,type 40 41
When was the first tissue culture system developed?,1907,7046.0,False,904.0,first tissue culture system developed,1907
What are the most common DNA-based techniques for detecting viruses?,"1. Universal primer-PCR [41] ; 2. Random priming-based PCR [42] ; 3. Virus Discovery cDNA, Amplified Fragment Length Polymorphism (VIDISCA) [43] ; and 4. Sequence-Independent Single Primer Amplification (SISPA)",7664.0,False,905.0,common dna based techniques detecting viruses,1 universal primer pcr 41 2 random priming based pcr 42 3 virus discovery cdna amplified fragment length polymorphism vidisca 43 4 sequence independent single primer amplification sispa
What is Universal primer-PCR used for in viral studies?,detect novel variants,8039.0,False,906.0,universal primer pcr used viral studies,detect novel variants
What is Koch's first postulate?,The microbe occurs in every case of the disease in question and under circumstances which can account for the pathological changes and clinical course of the disease,15166.0,False,907.0,koch first postulate,microbe occurs every case disease question circumstances account pathological changes clinical course disease
What is Koch's second postulate?,the microbe occurs in no other disease as a fortuitous and nonpathogenic parasite,15337.0,False,908.0,koch second postulate,microbe occurs disease fortuitous nonpathogenic parasite
What is Koch's third postulate?,"after being fully isolated from the body and repeatedly grown in pure culture, the microbe can induce the disease anew",15429.0,False,909.0,koch third postulate,fully isolated body repeatedly grown pure culture microbe induce disease anew
"If all 3 of Koch's postulates are met, what does this indicate?",microbe is the cause of the disease,15774.0,False,911.0,3 koch postulates met indicate,microbe cause disease
Is Koch's postulate applicable to enteric viruses?,not applicable,15881.0,False,912.0,koch postulate applicable enteric viruses,applicable
What changes do viruses make to be unrecognizable to previously neutralizing antibodies?,point mutations on immunodominant regions of surface proteins,1323.0,False,5163.0,changes viruses make unrecognizable previously neutralizing antibodies,point mutations immunodominant regions surface proteins
What is hepatitis C?,positive-sense single stranded RNA enveloped virus,4032.0,False,5164.0,hepatitis c,positive sense single stranded rna enveloped virus
How large is the HCV genome?,"3,000 aminoacids",5612.0,False,5165.0,large hcv genome,3 000 aminoacids
What are the non-structural proteins encoded by the HCV genome?,"p7, NS2, NS3, NS4A, NS4B, NS5A and NS5B",5742.0,False,5166.0,non structural proteins encoded hcv genome,p7 ns2 ns3 ns4a ns4b ns5a ns5b
Why has it been difficult to develop a therapy for the Hepatitis C virus?,high mutation rate,6483.0,False,5167.0,difficult develop therapy hepatitis c virus,high mutation rate
An antibody response to which proteins correlates with reduced HCV levels?,glycoproteins E1 and E2,7362.0,False,5168.0,antibody response proteins correlates reduced hcv levels,glycoproteins e1 e2
"How are type A, B, and C viruses determined?",antigenic differences of their nucleoprotein and matrix protein,15966.0,False,5169.0,type b c viruses determined,antigenic differences nucleoprotein matrix protein
Which type of influenza causes epidemics and pandemics?,influenza A,16081.0,False,5170.0,type influenza causes epidemics pandemics,influenza
When did lions first occupy Europe?,"By Mid Pleistocene (,500,000 years ago)",2506.0,False,5171.0,lions first occupy europe,mid pleistocene 500 000 years ago
What was the purpose of this study?,to assess the evolutionary history of lion,8358.0,False,5172.0,purpose study,assess evolutionary history lion
What has been the application of phage display technology?,protein–protein interactions.,490.0,False,1721.0,application phage display technology,protein protein interactions
What makes phage display technology useful for other applications?," inherent biological, biochemical, and biophysical properties of filamentous bacteriophage, as well as the ease of its genetic manipulation",532.0,False,1722.0,makes phage display technology useful applications,inherent biological biochemical biophysical properties filamentous bacteriophage well ease genetic manipulation
What are the advantages of phage as a vaccine carrier?,"high immunogenicity, relative antigenic simplicity and ability to activate a range of immune responses",998.0,False,1723.0,advantages phage vaccine carrier,high immunogenicity relative antigenic simplicity ability activate range immune responses
What is the potential of phage for infectious and chronic diseases?,prophylactic and therapeutic agent,1134.0,False,1724.0,potential phage infectious chronic diseases,prophylactic therapeutic agent
"What is the regularity of the virion major coat protein lattice useful for?
"," enables a variety of bioconjugation and surface chemistry applications, particularly in nanomaterials",1274.0,False,1725.0,regularity virion major coat protein lattice useful,enables variety bioconjugation surface chemistry applications particularly nanomaterials
Why is the phage ab excellent model system for directed protein evolution?,the phage’s large population sizes and fast generation times,1387.0,False,1726.0,phage ab excellent model system directed protein evolution,phage large population sizes fast generation times
What are filamentous bacteriophages genera Inovirua and Plectrovirus?,"non-enveloped, rod-shaped viruses of Escherichia coli whose long helical capsids encapsulate a single-stranded circular DNA genome.",2053.0,False,1727.0,filamentous bacteriophages genera inovirua plectrovirus,non enveloped rod shaped viruses escherichia coli whose long helical capsids encapsulate single stranded circular dna genome
What invention has made bacteriophage useful for research?,principle of modifying the filamentous phage genome to display polypeptides as fusions to coat proteins on the virion surface ,3167.0,False,1728.0,invention made bacteriophage useful research,principle modifying filamentous phage genome display polypeptides fusions coat proteins virion surface
What has the bacteriphage technology and the library of folded protein variants enabled?,"the ability to seamlessly connect genetic information with protein function for a large number of protein variants simultaneously, and has been widely and productively exploited in studies of proteinprotein interactions",3755.0,False,1730.0,bacteriphage technology library folded protein variants enabled,ability seamlessly connect genetic information protein function large number protein variants simultaneously widely productively exploited studies proteinprotein interactions
What are the potential novel applications of the filamentous phage?,(i) filamentous phage as a vaccine carrier; (ii) engineered filamentous phage as a therapeutic biologic agent in infectious and chronic diseases; (iii) filamentous phage as a scaffold for bioconjugation and surface chemistry; and (iv) filamentous phage as an engine for evolving variants of displayed proteins with novel functions. ,4705.0,False,1731.0,potential novel applications filamentous phage,filamentous phage vaccine carrier ii engineered filamentous phage therapeutic biologic agent infectious chronic diseases iii filamentous phage scaffold bioconjugation surface chemistry iv filamentous phage engine evolving variants displayed proteins novel functions
What themes are common in  the applications of filamentous phage?," unique biological, immunological, and physicochemical properties of the phage, its ability to display a variety of biomolecules in modular fashion, and its relative simplicity and ease of manipulation",5210.0,False,1732.0,themes common applications filamentous phage,unique biological immunological physicochemical properties phage ability display variety biomolecules modular fashion relative simplicity ease manipulation
What do applications of filamentous phage depend on?,its ability to display polypeptides on the virion's surface as fusions to phage coat proteins ,5473.0,False,1733.0,applications filamentous phage depend,ability display polypeptides virion surface fusions phage coat proteins
What characteristics are determined by the display  mode?," maximum tolerated size of the fused polypeptide, its copy number on the phage, and potentially, the structure of the displayed polypeptide",5611.0,False,1734.0,characteristics determined display mode,maximum tolerated size fused polypeptide copy number phage potentially structure displayed polypeptide
How may the display be achieved?," by fusing DNA encoding a polypeptide of interest directly to the gene encoding a coat protein within the phage genome (type 8 display on pVIII, type 3 display on pIII, etc.)",5775.0,False,1735.0,may display achieved,fusing dna encoding polypeptide interest directly gene encoding coat protein within phage genome type 8 display pviii type 3 display piii etc
"What does  the term ""phage display"" refer to?"," a recombinant filamentous phage displaying a single polypeptide sequence on its surface (or more rarely, bispecific display achieved via fusion of polypeptides to two different capsid proteins)",8550.0,False,1736.0,term phage display refer,recombinant filamentous phage displaying single polypeptide sequence surface rarely bispecific display achieved via fusion polypeptides two different capsid proteins
"What does the term ""phage displayed library"" refer to?","a diverse pool of recombinant filamentous phage displaying an array of polypeptide variants (e.g., antibody fragments; peptides)",8797.0,False,1737.0,term phage displayed library refer,diverse pool recombinant filamentous phage displaying array polypeptide variants e g antibody fragments peptides
What characteristic of filamentous phage has been demonstrated?,"is highly immunogenic in the absence of adjuvants (Meynell and Lawn, 1968 ) and that only the major coat protein, pVIII, and the minor coat protein, pIII, are targeted by antibodies",9335.0,False,1738.0,characteristic filamentous phage demonstrated,highly immunogenic absence adjuvants meynell lawn 1968 major coat protein pviii minor coat protein piii targeted antibodies
What application is a natural extension of the  ability to display recombinant exogenous sequences on its surface?,as carrier to elicit antibodies against poorly immunogenic haptens or polypeptide,9597.0,False,1739.0,application natural extension ability display recombinant exogenous sequences surface,carrier elicit antibodies poorly immunogenic haptens polypeptide
What makes it an attractive vaccine carrier?,"The phage particle's low cost of production, high stability and potential for high valency display of foreign antigen",9836.0,False,1740.0,makes attractive vaccine carrier,phage particle low cost production high stability potential high valency display foreign antigen
What does the display mode determine?," the maximum tolerated size of the fused polypeptide, its copy number on the phage, and potentially, the structure of the displayed polypeptide. ",5607.0,False,1741.0,display mode determine,maximum tolerated size fused polypeptide copy number phage potentially structure displayed polypeptide
Why are antibody epitope based peptide vaccines are no longer an active research area?,"(i) in many cases, peptides incompletely or inadequately mimic epitopes on folded proteins (Irving et al., 2010 ; see below); (ii) antibodies against a single epitope may be of limited utility, especially for highly variable pathogens (Van Regenmortel, 2012); and (iii) for pathogens for which protective immune responses are generated efficiently during natural infection, peptide vaccines offer few advantages over recombinant subunit and live vector vaccines, which have become easier to produce over time.",12303.0,False,1742.0,antibody epitope based peptide vaccines longer active research area,many cases peptides incompletely inadequately mimic epitopes folded proteins irving et al 2010 see ii antibodies single epitope may limited utility especially highly variable pathogens van regenmortel 2012 iii pathogens protective immune responses generated efficiently natural infection peptide vaccines offer advantages recombinant subunit live vector vaccines become easier produce time
What phage may be useful in allergy immunotherapy?,Phage displaying peptide ligands of an anti-IgE antibody elicited antibodies that bound purified IgE molecules,13692.0,False,1743.0,phage may useful allergy immunotherapy,phage displaying peptide ligands anti ige antibody elicited antibodies bound purified ige molecules
Which are some phage based contraceptive vaccines for animals?, immunization with phage displaying follicle-stimulating hormone peptides on pVIII elicited antibodies that impaired the fertility of mice and ewes ,13997.0,False,1744.0,phage based contraceptive vaccines animals,immunization phage displaying follicle stimulating hormone peptides pviii elicited antibodies impaired fertility mice ewes
Which are some phage based contraceptive vaccines for animals?,"Phage displaying or chemically Rubinchik and Chow (2000) conjugated to sperm antigen peptides or peptide mimics (Samoylova et al., 2012a,b) and gonadotropin-releasing hormone (Samoylov et al., 2012) are also in development.",14172.0,False,1745.0,phage based contraceptive vaccines animals,phage displaying chemically rubinchik chow 2000 conjugated sperm antigen peptides peptide mimics samoylova et al 2012a b gonadotropin releasing hormone samoylov et al 2012 also development
What is one reason for the lack of success of immunization phage displayed peptides with native protein?," it seems that peptide antigens elicit a set of topologically restricted antibodies that are largely unable to recognize discontinuous or complex epitopes on larger biomolecules. While the peptide may mimic the chemistry of a given epitope on a folded protein (allowing it to crossreact with a targeted antibody), being a smaller molecule, it cannot mimic the topology of that antibody's full epitope.",15926.0,False,1747.0,one reason lack success immunization phage displayed peptides native protein,seems peptide antigens elicit set topologically restricted antibodies largely unable recognize discontinuous complex epitopes larger biomolecules peptide may mimic chemistry given epitope folded protein allowing crossreact targeted antibody smaller molecule mimic topology antibody full epitope
